FECHA,CODPRO,CANTID,NETO
05/03/2018,DS453582,1,8937
05/03/2018,DS454752,1,73537
05/03/2018,DS454940,1,91872
05/03/2018,DS451794,1,16695
05/03/2018,DS454985,1,483274
05/03/2018,DS455092,1,153508
05/03/2018,DS451727,1,12978
05/03/2018,DS454759,1,32074
02/03/2018,DS454484,1,94677
02/03/2018,DS454733,1,25171
02/03/2018,DS453010,1,26220
02/03/2018,DS452724,2,237848
02/03/2018,DS454026,1,75898
01/03/2018,DS453754,1,96309
01/03/2018,DS451794,1,14678
01/03/2018,DS454515,1,684165
01/03/2018,DS454516,1,1566247
01/03/2018,DS454633,1,12029
01/03/2018,DS451794,1,14678
01/03/2018,DS454561,1,16596
01/03/2018,DS454593,1,172773
01/03/2018,DS451799,1,531078
01/03/2018,DS454387,1,690160
01/03/2018,DS452952,1,13610
01/03/2018,DS454625,1,9570
01/03/2018,DS454211,1,59862
01/03/2018,DS454642,2,424184
01/03/2018,DS454025,1,18352
01/03/2018,DS454211,1,59862
01/03/2018,DS453998,2,241788
28/02/2018,DS454484,1,94677
27/02/2018,DS453576,1,13786
27/02/2018,DS452726,2,26202
27/02/2018,DS454484,1,94677
26/02/2018,DS454038,2,27068
26/02/2018,DS453476,2,30418
26/02/2018,DS454314,1,146709
26/02/2018,DS451794,1,15345
26/02/2018,DS453860,20,128460
23/02/2018,DS454193,10,246690
23/02/2018,DS454000,1,25532
23/02/2018,DS454210,1,52925
22/02/2018,DS453452,5,1538405
22/02/2018,DS453451,2,981042
22/02/2018,DS453002,2,741618
22/02/2018,DS451794,4,58712
21/02/2018,DS451950,1,31288
21/02/2018,DS453276,2,16332
21/02/2018,DS454093,1,43740
21/02/2018,DS453860,2,13522
21/02/2018,DS454177,1,15190
21/02/2018,DS454094,1,61693
19/02/2018,DS454055,1,66696
19/02/2018,DS453997,1,31237
19/02/2018,DS453997,1,31237
19/02/2018,DS453576,1,13753
19/02/2018,DS454081,1,84653
19/02/2018,DS454080,1,503949
19/02/2018,DS454070,1,115192
19/02/2018,DS454033,1,107109
19/02/2018,DS453963,1,38203
19/02/2018,DS451794,1,15524
19/02/2018,DS453871,1,34617
19/02/2018,DS453999,1,25194
16/02/2018,DS454025,3,55698
16/02/2018,DS451794,3,46572
16/02/2018,DS453998,1,121882
16/02/2018,DS454022,1,77730
15/02/2018,DS453908,3,65442
13/02/2018,DS451950,1,31709
13/02/2018,DS453001,1,28523
13/02/2018,DS452726,5,66555
13/02/2018,DS451794,2,31048
13/02/2018,DS453444,2,122420
13/02/2018,DS453445,4,244840
13/02/2018,DS453791,2,147608
13/02/2018,DS451794,1,15524
12/02/2018,DS451262,1,87939
12/02/2018,DS451794,3,46572
12/02/2018,DS453148,1,14234
09/02/2018,DS451933,2,35574
09/02/2018,DS453796,2,51206
09/02/2018,DS453860,1,6800
09/02/2018,DS452137,1,72058
09/02/2018,DS451950,2,63418
09/02/2018,DS453797,1,32600
09/02/2018,DS453582,1,7325
09/02/2018,DS451794,3,46572
07/02/2018,DS453753,1,26945
07/02/2018,DS453586,1,305429
07/02/2018,DS453754,1,124997
07/02/2018,DS451794,3,46455
07/02/2018,DS451929,1,17511
07/02/2018,DS451794,2,31048
07/02/2018,DS451762,2,41412
07/02/2018,DS453585,1,315344
07/02/2018,DS453001,1,28523
05/02/2018,DS453348,1,46875
05/02/2018,DS453686,2,124512
05/02/2018,DS452702,1,112342
05/02/2018,DS452718,2,43262
05/02/2018,DS451736,2,29398
05/02/2018,DS453638,1,42204
05/02/2018,DS453568,1,19200
02/02/2018,DS453253,1,54005
02/02/2018,DS451794,1,15585
02/02/2018,DS453573,1,150190
02/02/2018,DS451794,2,30970
02/02/2018,DS453580,1,24295
02/02/2018,DS451929,2,34930
01/02/2018,DS451736,5,73030
01/02/2018,DS451794,1,15494
01/02/2018,DS451736,1,14606
31/01/2018,DS451794,2,30988
31/01/2018,DS453516,1,19782
31/01/2018,DS453517,1,83424
30/01/2018,DS451794,1,15635
30/01/2018,DS451792,1,23601
30/01/2018,DS453393,1,169417
30/01/2018,DS453472,1,48479
30/01/2018,DS452703,2,46122
30/01/2018,DS453173,1,12933
30/01/2018,DS453505,1,67048
30/01/2018,DS451794,2,30988
30/01/2018,DS451794,1,15675
30/01/2018,DS453506,1,16434
26/01/2018,DS453170,1,34462
26/01/2018,DS453177,1,90230
26/01/2018,DS452721,1,50727
26/01/2018,DS453478,2,29064
25/01/2018,DS453477,1,35703
25/01/2018,DS453472,1,49540
25/01/2018,DS451794,4,62700
25/01/2018,DS453470,10,1379040
25/01/2018,DS453476,1,15506
24/01/2018,DS453451,2,981042
24/01/2018,DS453452,6,1846086
24/01/2018,DS453347,1,131869
24/01/2018,DS453095,3,44736
24/01/2018,DS451929,1,17627
24/01/2018,DS453439,2,16520
24/01/2018,DS452726,5,66555
24/01/2018,DS452979,5,29530
24/01/2018,DS453440,1,9483
24/01/2018,DS453004,4,61836
24/01/2018,DS453469,1,33325
24/01/2018,DS451794,3,48546
24/01/2018,DS451757,20,356520
23/01/2018,DS453253,1,54590
23/01/2018,DS451794,2,31270
22/01/2018,DS452704,1,38673
22/01/2018,DS452704,1,38790
22/01/2018,DS452704,1,38673
19/01/2018,DS453393,1,169417
18/01/2018,DS453276,1,8800
18/01/2018,DS451794,2,31270
18/01/2018,DS453148,5,73165
18/01/2018,DS452906,1,71649
18/01/2018,DS453364,1,211504
18/01/2018,DS453169,1,114854
18/01/2018,DS451727,1,15809
18/01/2018,DS453095,1,14912
18/01/2018,DS452718,3,71565
18/01/2018,DS453173,1,12933
18/01/2018,DS453163,1,68026
12/01/2018,DS453144,1,27129
11/01/2018,DS451950,2,63884
11/01/2018,DS453090,1,35495
11/01/2018,DS453150,1,26343
10/01/2018,DS453148,1,14633
10/01/2018,DS451933,1,15416
10/01/2018,DS451792,1,22605
10/01/2018,DS451772,1,8972
10/01/2018,DS451682,1,20963
10/01/2018,DS453143,1,28255
10/01/2018,DS452726,1,8067
10/01/2018,DS452725,1,9268
10/01/2018,DS451929,1,17627
10/01/2018,DS453146,1,31168
09/01/2018,DS451977,1,18322
08/01/2018,DS453004,7,108633
08/01/2018,DS452724,1,114164
08/01/2018,DS453092,1,79952
08/01/2018,DS453059,1,17123
08/01/2018,DS453087,1,45582
08/01/2018,DS453102,1,177189
05/01/2018,DS453002,2,741618
05/01/2018,DS453005,2,32480
05/01/2018,DS453085,2,68988
05/01/2018,DS451794,1,13289
05/01/2018,DS451794,3,44889
05/01/2018,DS451736,2,30142
03/01/2018,DS453004,2,28414
03/01/2018,DS452717,1,14190
02/01/2018,DS452985,1,15908
29/12/2017,DS453003,1,10049
29/12/2017,DS453002,4,1393812
29/12/2017,DS453005,4,58340
29/12/2017,DS453001,1,26350
28/12/2017,DS452982,2,106490
28/12/2017,DS452705,1,107762
28/12/2017,DS452979,10,40950
28/12/2017,DS451794,1,13289
28/12/2017,DS451794,1,14765
27/12/2017,DS452977,1,10049
27/12/2017,DS452703,5,109735
27/12/2017,DS452952,1,7214
27/12/2017,DS452703,2,46122
27/12/2017,DS451794,2,31446
26/12/2017,DS452726,1,8067
26/12/2017,DS452725,1,9268
26/12/2017,DS452719,1,292154
26/12/2017,DS451736,1,13734
26/12/2017,DS452963,1,45770
26/12/2017,DS452704,1,38692
22/12/2017,DS451995,1,71321
20/12/2017,DS452704,1,38790
20/12/2017,DS451758,1,6194
20/12/2017,DS452724,1,106332
20/12/2017,DS452704,1,38673
20/12/2017,DS452718,2,43262
20/12/2017,DS452702,1,112342
20/12/2017,DS452721,1,45672
20/12/2017,DS451794,1,15485
20/12/2017,DS452719,1,292154
20/12/2017,DS451758,1,6194
20/12/2017,DS452722,1,15012
20/12/2017,DS452704,1,38673
20/12/2017,DS451929,5,84075
20/12/2017,DS452716,2,47254
20/12/2017,DS452715,2,67016
20/12/2017,DS452702,1,112342
20/12/2017,DS451980,1,20757
20/12/2017,DS452077,1,34193
20/12/2017,DS451794,2,31446
15/12/2017,DS451792,1,22605
13/12/2017,DS451963,2,53914
13/12/2017,DS451929,1,16577
13/12/2017,DS451981,1,84697
13/12/2017,DS451977,1,18322
13/12/2017,DS451794,3,46455
06/12/2017,DS451727,2,19028
06/12/2017,DS451794,1,15485
06/12/2017,DS451936,1,8737
06/12/2017,DS451950,1,30312
06/12/2017,DS451262,1,87444
06/12/2017,DS451930,2,109722
06/12/2017,DS451933,1,15416
06/12/2017,DS451262,1,83024
01/12/2017,DS451792,1,22605
01/12/2017,DS451761,1,69768
01/12/2017,DS451846,1,8934
01/12/2017,DS451847,1,27510
01/12/2017,DS451848,1,51752
30/11/2017,DS451795,1,115787
30/11/2017,DS451772,1,8972
30/11/2017,DS451792,1,22605
30/11/2017,DS451681,3,39420
30/11/2017,DS451796,1,9708
30/11/2017,DS451799,10,5596350
30/11/2017,DS451798,1,12320
27/11/2017,DS451758,1,6031
27/11/2017,DS451737,1,121466
27/11/2017,DS451762,1,12610
27/11/2017,DS451736,2,25026
27/11/2017,DS451760,1,48783
24/11/2017,DS451734,1,8514
24/11/2017,DS451727,2,12578
24/11/2017,DS451726,1,3580
22/11/2017,DS451689,1,24836
22/11/2017,DS451687,4,104648
22/11/2017,DS451691,1,16342
22/11/2017,DS451682,1,20963
22/11/2017,DS451689,1,24836
09/11/2017,DS451522,1,67416
09/11/2017,DS451505,1,59534
06/11/2017,DS451381,1,116122
31/10/2017,DS450965,1,109679
31/10/2017,DS451262,3,260553
31/10/2017,DS450965,3,326544
