FECHA,CODPRO,CANTID,NETO
14/06/2018,DS455594,1,10490
14/06/2018,DS460147,2,36980
14/06/2018,DS461329,2,110980
14/06/2018,DS453142,7,150430
14/06/2018,DS460665,1,11990
14/06/2018,DS460958,4,61960
14/06/2018,DS451933,1,11990
14/06/2018,DS461334,2,98980
14/06/2018,DS461014,3,1160970
14/06/2018,DS455609,1,173990
14/06/2018,DS455804,1,47490
14/06/2018,DS461208,20,129800
14/06/2018,DS461286,2,21980
14/06/2018,DS452844,2,233980
14/06/2018,DS454642,1,188490
14/06/2018,DS451505,1,54990
14/06/2018,DS454314,1,136490
14/06/2018,DS461343,1,15490
13/06/2018,DS451794,2,20980
13/06/2018,DS455804,1,46990
13/06/2018,DS461276,1,125990
13/06/2018,DS461275,1,31490
13/06/2018,DS460014,2,17980
13/06/2018,DS460115,1,10990
13/06/2018,DS461273,1,10490
13/06/2018,DS461274,1,19490
13/06/2018,DS461246,1,12490
13/06/2018,DS460033,1,8990
13/06/2018,DS461228,1,10490
13/06/2018,DS461336,1,14990
13/06/2018,DS461337,1,10990
13/06/2018,DS452844,1,116990
13/06/2018,DS453754,1,108490
13/06/2018,DS460532,2,166980
12/06/2018,DS458511,1,10490
12/06/2018,DS461170,1,18535
12/06/2018,DS461135,1,189490
12/06/2018,DS460244,2,118980
12/06/2018,DS461068,2,22980
12/06/2018,DS461144,2,42980
12/06/2018,DS461148,1,50490
12/06/2018,DS461207,1,132990
12/06/2018,DS461019,1,16990
12/06/2018,DS461151,2,56980
12/06/2018,DS461209,2,161980
12/06/2018,DS460567,1,1490
12/06/2018,DS460622,2,7980
12/06/2018,DS458240,5,129950
12/06/2018,DS461171,1,23925
12/06/2018,DS461172,1,25300
12/06/2018,DS461173,1,20900
12/06/2018,DS461174,1,25300
12/06/2018,DS461175,1,10010
12/06/2018,DS461176,1,6380
12/06/2018,DS461177,1,5500
12/06/2018,DS461178,1,14080
12/06/2018,DS461049,1,24490
12/06/2018,DS461053,4,41960
12/06/2018,DS453171,1,66990
12/06/2018,DS451847,1,26490
12/06/2018,DS461225,1,22990
12/06/2018,DS461224,1,15990
12/06/2018,DS461227,2,37980
12/06/2018,DS452705,1,90990
12/06/2018,DS459815,1,476990
12/06/2018,DS460244,1,47990
12/06/2018,DS461225,1,22990
12/06/2018,DS452705,1,91490
12/06/2018,DS453167,1,95990
12/06/2018,DS453142,1,21490
12/06/2018,DS461165,1,45969
12/06/2018,DS461166,1,46178
12/06/2018,DS461167,1,45375
12/06/2018,DS461168,1,6567
12/06/2018,DS461169,1,22220
12/06/2018,DS453582,1,5490
11/06/2018,DS460244,1,47490
11/06/2018,DS461214,15,502350
11/06/2018,DS460665,1,11990
11/06/2018,DS460033,1,8990
08/06/2018,DS461138,2,32980
08/06/2018,DS461135,1,187990
08/06/2018,DS461190,1,22490
08/06/2018,DS461147,1,27990
08/06/2018,DS460116,1,6990
08/06/2018,DS461191,1,9990
08/06/2018,DS458977,1,33490
08/06/2018,DS451794,1,10490
08/06/2018,DS459962,1,10490
08/06/2018,DS461149,1,14490
08/06/2018,DS454647,1,2915
08/06/2018,DS455250,1,2915
08/06/2018,DS461201,2,456980
08/06/2018,DS461196,2,20980
08/06/2018,DS461082,1,260490
08/06/2018,DS461065,1,368990
08/06/2018,DS461066,1,62490
08/06/2018,DS461193,2,24980
08/06/2018,DS461198,2,62980
08/06/2018,DS461194,1,18490
08/06/2018,DS452906,1,63990
08/06/2018,DS453276,1,5490
08/06/2018,DS451505,1,54990
08/06/2018,DS455804,1,46990
08/06/2018,DS451981,1,78990
08/06/2018,DS453142,2,42980
08/06/2018,DS459459,5,84950
08/06/2018,DS461189,2,41980
07/06/2018,DS461154,2,110980
06/06/2018,DS458984,1,63990
06/06/2018,DS453276,5,27450
06/06/2018,DS459434,1,34990
06/06/2018,DS454516,1,1527490
06/06/2018,DS460244,1,59490
06/06/2018,DS461013,1,613990
06/06/2018,DS461014,1,510490
06/06/2018,DS454647,1,2915
06/06/2018,DS455249,1,2915
06/06/2018,DS455250,1,2915
06/06/2018,DS455251,1,2915
06/06/2018,DS459384,1,39000
06/06/2018,DS461083,1,55490
06/06/2018,DS461053,1,11490
06/06/2018,DS459953,1,31490
06/06/2018,DS460244,1,47490
06/06/2018,DS453090,1,21490
06/06/2018,DS454625,3,20970
06/06/2018,DS460567,1,1490
06/06/2018,DS455609,1,172990
06/06/2018,DS453576,1,12490
06/06/2018,DS460272,1,77490
06/06/2018,DS461150,3,34470
06/06/2018,DS461053,2,22980
06/06/2018,DS454647,3,8745
06/06/2018,DS460594,1,33990
05/06/2018,DS458220,1,502490
05/06/2018,DS461147,1,27990
05/06/2018,DS452718,1,20490
05/06/2018,DS458672,1,5990
05/06/2018,DS460033,3,26970
05/06/2018,DS461107,1,131490
05/06/2018,DS452716,1,23990
05/06/2018,DS461146,2,22980
05/06/2018,DS451758,1,7490
05/06/2018,DS452720,1,34990
05/06/2018,DS455544,1,12490
05/06/2018,DS461138,1,16490
05/06/2018,DS453348,3,173970
05/06/2018,DS453432,1,5490
05/06/2018,DS460972,1,23990
05/06/2018,DS460973,1,13490
05/06/2018,DS460974,1,17490
05/06/2018,DS460975,1,21990
05/06/2018,DS460976,1,22990
05/06/2018,DS461145,1,19490
05/06/2018,DS457861,5,84950
04/06/2018,DS461076,1,17990
04/06/2018,DS461077,1,27490
04/06/2018,DS461078,1,8490
04/06/2018,DS461046,1,205990
04/06/2018,DS461083,1,55490
04/06/2018,DS455609,1,171990
04/06/2018,DS457861,1,16990
04/06/2018,DS453753,1,25490
04/06/2018,DS458746,1,13490
04/06/2018,DS461114,1,163990
04/06/2018,DS454647,1,2915
04/06/2018,DS455250,1,2915
04/06/2018,DS454510,1,15331
31/05/2018,DS458511,2,20980
31/05/2018,DS461042,4,57960
31/05/2018,DS458344,3,89970
31/05/2018,DS455654,1,53490
31/05/2018,DS459459,1,14490
31/05/2018,DS455608,1,56647
31/05/2018,DS455706,1,14896
31/05/2018,DS460097,1,38543
31/05/2018,DS454647,3,8745
31/05/2018,DS455249,1,2915
31/05/2018,DS455250,1,2915
31/05/2018,DS455251,1,2915
31/05/2018,DS460115,3,32970
31/05/2018,DS453146,1,29490
31/05/2018,DS457861,5,84950
31/05/2018,DS451792,1,22490
31/05/2018,DS460567,3,5970
31/05/2018,DS461041,1,170490
31/05/2018,DS460911,1,4990
31/05/2018,DS451950,1,29990
31/05/2018,DS460978,1,10990
31/05/2018,DS460033,2,17980
31/05/2018,DS454647,1,2915
31/05/2018,DS460940,1,11490
29/05/2018,DS460200,1,32814
29/05/2018,DS460244,1,59414
29/05/2018,DS460115,2,21980
29/05/2018,DS452716,1,23990
29/05/2018,DS452718,1,20490
29/05/2018,DS460941,1,20990
29/05/2018,DS455804,1,46990
29/05/2018,DS460997,1,532990
29/05/2018,DS451735,1,50490
29/05/2018,DS460996,1,57990
29/05/2018,DS460977,1,21490
29/05/2018,DS455960,1,67318
29/05/2018,DS460995,1,25990
29/05/2018,DS460116,1,6990
29/05/2018,DS461017,1,158490
29/05/2018,DS452718,1,20490
29/05/2018,DS460811,1,34490
29/05/2018,DS460954,1,10990
29/05/2018,DS455615,2,77980
29/05/2018,DS451792,1,22490
29/05/2018,DS460116,3,20970
29/05/2018,DS453638,1,40990
29/05/2018,DS460292,1,68490
29/05/2018,DS460811,1,34990
29/05/2018,DS460978,1,10990
29/05/2018,DS460931,1,436990
29/05/2018,DS460872,5,87450
29/05/2018,DS452718,1,20490
29/05/2018,DS460789,1,364490
29/05/2018,DS460790,2,501980
29/05/2018,DS460791,1,10490
29/05/2018,DS460144,1,10990
29/05/2018,DS460033,1,8990
29/05/2018,DS454647,1,2915
29/05/2018,DS455249,1,2915
29/05/2018,DS455250,1,2915
29/05/2018,DS455251,1,2915
29/05/2018,DS454647,15,43725
29/05/2018,DS460865,1,84000
29/05/2018,DS458509,1,24490
29/05/2018,DS460910,1,18990
29/05/2018,DS460948,2,105980
29/05/2018,DS458511,1,10490
29/05/2018,DS460810,3,41970
29/05/2018,DS460968,2,32980
29/05/2018,DS460942,4,43960
29/05/2018,DS460244,12,713880
29/05/2018,DS454647,4,11660
29/05/2018,DS455249,2,5830
29/05/2018,DS455250,2,5830
29/05/2018,DS455251,2,5830
29/05/2018,DS453585,1,264490
28/05/2018,DS460455,2,52000
28/05/2018,DS460014,1,9490
28/05/2018,DS460260,2,25980
28/05/2018,DS460584,4,53960
28/05/2018,DS453276,2,10980
28/05/2018,DS455594,2,20980
28/05/2018,DS460557,1,16990
24/05/2018,DS460001,1,13490
24/05/2018,DS460116,3,20970
24/05/2018,DS460595,1,59990
24/05/2018,DS460513,1,76490
24/05/2018,DS459998,1,1243990
24/05/2018,DS460937,1,1425490
24/05/2018,DS460938,1,1689490
24/05/2018,DS458554,1,193750
24/05/2018,DS460932,1,115990
24/05/2018,DS460720,5,84950
24/05/2018,DS453347,1,117149
24/05/2018,DS460880,1,57990
24/05/2018,DS460909,2,450980
24/05/2018,DS459434,10,349900
24/05/2018,DS460866,1,100990
23/05/2018,DS460862,1,12500
23/05/2018,DS455251,1,2915
23/05/2018,DS453347,1,123490
23/05/2018,DS454647,2,5830
23/05/2018,DS460863,1,72990
23/05/2018,DS459998,2,2543980
23/05/2018,DS460835,2,21980
23/05/2018,DS452705,1,90990
23/05/2018,DS460780,2,40980
23/05/2018,DS460792,1,169990
23/05/2018,DS460244,4,239960
23/05/2018,DS460861,2,44980
23/05/2018,DS460785,1,22490
23/05/2018,DS454706,1,499490
23/05/2018,DS454647,1,2915
23/05/2018,DS455249,1,2915
23/05/2018,DS455250,1,2915
23/05/2018,DS460724,1,26990
22/05/2018,DS455594,3,33753
22/05/2018,DS460113,41,276750
18/05/2018,DS460665,2,23980
18/05/2018,DS459459,1,14490
18/05/2018,DS455249,2,5830
18/05/2018,DS455250,2,5830
18/05/2018,DS455251,2,5830
18/05/2018,DS454647,1,2915
18/05/2018,DS451936,1,12600
18/05/2018,DS460147,1,17550
18/05/2018,DS454093,1,43990
18/05/2018,DS453585,1,265490
18/05/2018,DS455684,4,56000
18/05/2018,DS460014,1,8874
18/05/2018,DS458746,1,13568
18/05/2018,DS460116,1,6826
18/05/2018,DS453169,1,101990
18/05/2018,DS459869,10,48160
18/05/2018,DS460641,1,10703
18/05/2018,DS460630,1,46990
18/05/2018,DS460662,3,20970
18/05/2018,DS460567,13,25870
18/05/2018,DS460718,2,285980
18/05/2018,DS451794,1,10490
18/05/2018,DS459027,1,13490
18/05/2018,DS460720,1,16990
18/05/2018,DS454647,4,11660
18/05/2018,DS460622,4,15960
18/05/2018,DS458220,2,1004980
18/05/2018,DS451794,1,10131
18/05/2018,DS460568,2,97980
18/05/2018,DS459963,1,34008
18/05/2018,DS454647,1,2915
18/05/2018,DS455249,1,2915
18/05/2018,DS455250,1,2915
18/05/2018,DS455251,1,2915
18/05/2018,DS458389,1,15500
18/05/2018,DS455684,1,14000
18/05/2018,DS460273,1,25990
18/05/2018,DS460033,6,53940
18/05/2018,DS460722,6,74940
18/05/2018,DS451262,2,146980
18/05/2018,DS460221,1,27344
18/05/2018,DS460464,1,53770
17/05/2018,DS451963,1,28300
17/05/2018,DS460567,1,1574
17/05/2018,DS460097,1,38543
17/05/2018,DS453347,1,123316
17/05/2018,DS451762,2,21548
17/05/2018,DS460584,2,23254
17/05/2018,DS460585,1,11414
17/05/2018,DS460568,1,48854
17/05/2018,DS453001,1,27300
17/05/2018,DS458388,2,29000
17/05/2018,DS460532,1,81026
17/05/2018,DS460036,1,11336
17/05/2018,DS460594,3,101970
17/05/2018,DS460586,2,72534
17/05/2018,DS460033,1,8986
17/05/2018,DS452724,1,98600
16/05/2018,DS453095,2,24956
16/05/2018,DS458508,2,59164
15/05/2018,DS460422,1,9664
15/05/2018,DS460557,1,16434
15/05/2018,DS460464,1,54290
15/05/2018,DS458576,1,108619
15/05/2018,DS458344,4,117856
15/05/2018,DS453095,20,256120
15/05/2018,DS453582,20,98880
15/05/2018,DS455594,3,30270
15/05/2018,DS460513,1,75636
15/05/2018,DS454790,1,207080
15/05/2018,DS453347,1,120232
15/05/2018,DS455668,1,39000
15/05/2018,DS460548,1,9414
15/05/2018,DS460455,2,52000
15/05/2018,DS460468,1,316430
15/05/2018,DS460444,3,36009
15/05/2018,DS454647,1,2915
15/05/2018,DS455249,1,2915
15/05/2018,DS455250,1,2915
15/05/2018,DS455251,1,2915
15/05/2018,DS455654,1,52386
15/05/2018,DS454647,1,2915
15/05/2018,DS455249,1,2915
15/05/2018,DS455250,1,2915
15/05/2018,DS455251,1,2915
15/05/2018,DS460547,1,6966
15/05/2018,DS460116,1,6740
14/05/2018,DS460228,2,43936
14/05/2018,DS460227,3,65904
14/05/2018,DS460226,4,87872
14/05/2018,DS460225,19,417392
14/05/2018,DS460279,3,65904
14/05/2018,DS460223,12,263616
14/05/2018,DS460222,3,65904
14/05/2018,DS460252,1,11520
14/05/2018,DS460224,26,571168
11/05/2018,DS453090,1,20000
11/05/2018,DS460115,1,10626
10/05/2018,DS458429,1,339843
10/05/2018,DS460422,1,9784
10/05/2018,DS454484,1,85035
10/05/2018,DS454790,1,237542
10/05/2018,DS459737,1,107803
10/05/2018,DS459027,1,16614
10/05/2018,DS459249,1,27671
10/05/2018,DS455609,1,167096
10/05/2018,DS454561,2,26550
10/05/2018,DS459924,1,10726
10/05/2018,DS460304,1,336887
10/05/2018,DS455594,3,33753
10/05/2018,DS460113,41,276750
10/05/2018,DS458346,1,33314
10/05/2018,DS455608,2,113294
10/05/2018,DS460200,1,32814
10/05/2018,DS451758,2,14564
10/05/2018,DS452715,1,33180
10/05/2018,DS460312,1,37440
10/05/2018,DS458746,1,13568
10/05/2018,DS460280,1,87450
10/05/2018,DS460014,3,26958
10/05/2018,DS460260,2,25600
10/05/2018,DS454647,2,5830
10/05/2018,DS455249,2,5830
10/05/2018,DS455250,2,5830
10/05/2018,DS455251,2,5830
10/05/2018,DS455637,1,13134
10/05/2018,DS458393,1,17430
10/05/2018,DS460314,2,671086
10/05/2018,DS459345,1,19455
10/05/2018,DS460091,1,22664
10/05/2018,DS460267,1,36587
10/05/2018,DS453276,1,5094
10/05/2018,DS452137,1,65309
10/05/2018,DS453484,1,59599
10/05/2018,DS460222,3,65904
10/05/2018,DS460223,12,263616
10/05/2018,DS460224,26,571168
10/05/2018,DS460225,19,417392
10/05/2018,DS460226,4,87872
10/05/2018,DS460227,3,65904
10/05/2018,DS460228,2,43936
10/05/2018,DS460279,3,65904
10/05/2018,DS460222,3,65904
10/05/2018,DS460223,12,263616
10/05/2018,DS460224,26,571168
10/05/2018,DS460225,19,417392
10/05/2018,DS460226,4,87872
10/05/2018,DS460227,3,65904
10/05/2018,DS460228,2,43936
10/05/2018,DS460279,3,65904
10/05/2018,DS453004,1,11414
10/05/2018,DS453171,1,66767
10/05/2018,DS454647,3,8745
10/05/2018,DS460002,1,10251
10/05/2018,DS460272,1,78068
10/05/2018,DS452719,1,254442
10/05/2018,DS460292,1,68869
10/05/2018,DS458344,1,30219
10/05/2018,DS455706,1,14896
10/05/2018,DS453095,1,13134
10/05/2018,DS460097,1,38543
10/05/2018,DS453472,1,42500
10/05/2018,DS453005,1,12054
10/05/2018,DS452716,1,23855
10/05/2018,DS455287,1,25626
10/05/2018,DS455608,1,56647
10/05/2018,DS460116,4,27648
10/05/2018,DS460229,1,4952
10/05/2018,DS455544,1,12320
10/05/2018,DS455615,1,39467
10/05/2018,DS460230,2,32200
09/05/2018,DS458746,1,13568
09/05/2018,DS460096,1,21667
09/05/2018,DS460116,2,13500
09/05/2018,DS460117,1,45730
09/05/2018,DS460118,1,46480
09/05/2018,DS460001,1,13022
09/05/2018,DS455608,1,55740
09/05/2018,DS460244,2,118752
09/05/2018,DS451929,1,14272
09/05/2018,DS460115,1,10626
09/05/2018,DS460114,2,53752
09/05/2018,DS460250,1,78168
09/05/2018,DS459027,1,13500
09/05/2018,DS451936,3,37800
09/05/2018,DS452722,2,22316
09/05/2018,DS451262,1,74900
09/05/2018,DS453753,1,25074
09/05/2018,DS454647,1,2915
09/05/2018,DS454647,2,5830
09/05/2018,DS460201,1,19126
09/05/2018,DS453451,1,453108
09/05/2018,DS460252,1,11520
09/05/2018,DS460014,6,51816
09/05/2018,DS452719,1,268179
08/05/2018,DS455950,1,16164
08/05/2018,DS451735,1,56313
08/05/2018,DS455251,1,2915
08/05/2018,DS454647,1,2915
08/05/2018,DS455249,1,2915
08/05/2018,DS459249,1,27671
07/05/2018,DS453568,1,16876
07/05/2018,DS460062,1,13636
07/05/2018,DS459987,1,18900
07/05/2018,DS459954,1,22400
07/05/2018,DS454647,4,11660
07/05/2018,DS455249,2,5830
07/05/2018,DS455250,1,2915
07/05/2018,DS458576,1,89545
07/05/2018,DS459718,1,5900
07/05/2018,DS458676,1,11336
07/05/2018,DS459959,1,27706
07/05/2018,DS454647,1,2915
07/05/2018,DS455249,1,2915
07/05/2018,DS455250,1,2915
07/05/2018,DS455251,1,2915
07/05/2018,DS460055,1,24366
07/05/2018,DS460000,1,279914
04/05/2018,DS453871,1,34617
04/05/2018,DS455250,1,2915
04/05/2018,DS458390,2,31000
04/05/2018,DS455684,1,14000
04/05/2018,DS455609,1,167096
04/05/2018,DS451758,1,7086
04/05/2018,DS454081,1,72577
04/05/2018,DS456020,1,84424
04/05/2018,DS453998,1,117349
04/05/2018,DS460001,1,12814
04/05/2018,DS451933,1,11379
04/05/2018,DS451950,1,29060
04/05/2018,DS455608,1,55740
04/05/2018,DS453095,2,24956
04/05/2018,DS455608,1,55740
04/05/2018,DS458388,1,14500
04/05/2018,DS458672,4,23032
04/05/2018,DS452715,1,32288
04/05/2018,DS460013,1,15048
04/05/2018,DS460033,2,17552
04/05/2018,DS454647,1,2915
04/05/2018,DS455249,1,2915
04/05/2018,DS458389,2,31000
02/05/2018,DS459960,1,35159
02/05/2018,DS459953,1,29008
02/05/2018,DS459459,2,27360
02/05/2018,DS459962,1,21698
02/05/2018,DS458564,1,40822
02/05/2018,DS459678,1,46200
02/05/2018,DS451977,1,10251
02/05/2018,DS451262,1,73779
02/05/2018,DS459961,1,47848
02/05/2018,DS451950,1,37574
02/05/2018,DS451735,1,55412
02/05/2018,DS451762,1,10763
30/04/2018,DS451736,2,30142
30/04/2018,DS453090,1,35495
30/04/2018,DS454025,1,17730
30/04/2018,DS459828,5,704795
30/04/2018,DS455250,1,2915
30/04/2018,DS454647,2,5830
30/04/2018,DS454647,1,2915
30/04/2018,DS455251,1,2915
30/04/2018,DS455249,1,2915
27/04/2018,DS459858,1,17074
27/04/2018,DS459857,1,17835
27/04/2018,DS459815,1,454995
27/04/2018,DS453095,3,36936
27/04/2018,DS459772,2,676424
27/04/2018,DS451950,1,28728
26/04/2018,DS459520,1,218771
26/04/2018,DS451848,1,54820
26/04/2018,DS459739,2,12096
26/04/2018,DS459762,1,17531
26/04/2018,DS459757,1,35914
26/04/2018,DS453585,1,295320
26/04/2018,DS451980,4,77016
25/04/2018,DS453585,1,296295
24/04/2018,DS455251,2,5830
24/04/2018,DS453347,1,125686
24/04/2018,DS454647,2,5830
24/04/2018,DS458390,1,15500
24/04/2018,DS454477,1,177233
24/04/2018,DS455250,2,5830
24/04/2018,DS455249,2,5830
24/04/2018,DS454647,2,5830
24/04/2018,DS451848,1,54820
24/04/2018,DS459520,1,219502
24/04/2018,DS451762,1,15623
24/04/2018,DS455668,1,39000
24/04/2018,DS459434,2,69980
24/04/2018,DS459434,2,69980
24/04/2018,DS453998,1,126548
24/04/2018,DS459030,1,37470
24/04/2018,DS459029,1,47970
24/04/2018,DS459028,2,68980
24/04/2018,DS453090,1,20000
24/04/2018,DS451848,1,54820
24/04/2018,DS459520,1,219502
24/04/2018,DS453585,1,296295
24/04/2018,DS458672,5,28090
24/04/2018,DS459385,1,294939
24/04/2018,DS459737,1,107803
23/04/2018,DS453998,1,126548
23/04/2018,DS453997,1,31237
23/04/2018,DS453997,1,31237
23/04/2018,DS454484,1,88751
23/04/2018,DS453276,4,19872
23/04/2018,DS455608,1,70013
20/04/2018,DS454647,6,17490
20/04/2018,DS455661,1,18944
20/04/2018,DS459418,1,136025
20/04/2018,DS459384,1,39000
20/04/2018,DS459027,1,16614
20/04/2018,DS451980,1,26957
20/04/2018,DS459459,2,41426
20/04/2018,DS453170,1,40014
19/04/2018,DS459386,1,30567
19/04/2018,DS458511,10,156230
19/04/2018,DS459309,1,77350
19/04/2018,DS451929,2,37888
19/04/2018,DS454025,1,20588
19/04/2018,DS454025,1,20769
19/04/2018,DS459343,1,37397
19/04/2018,DS459344,1,48314
19/04/2018,DS459345,3,73269
19/04/2018,DS459346,1,35217
19/04/2018,DS451794,1,23785
19/04/2018,DS455684,2,28000
19/04/2018,DS451933,1,18405
19/04/2018,DS455936,3,53970
19/04/2018,DS459385,1,326833
19/04/2018,DS451792,1,26520
19/04/2018,DS459386,1,30567
17/04/2018,DS459249,1,33443
17/04/2018,DS459031,2,126310
17/04/2018,DS458389,2,31000
17/04/2018,DS454484,1,102280
17/04/2018,DS455661,1,18944
17/04/2018,DS459245,3,45312
17/04/2018,DS459323,3,2175348
17/04/2018,DS459260,1,42710
17/04/2018,DS458977,1,37417
17/04/2018,DS455544,1,16296
17/04/2018,DS458746,1,16685
17/04/2018,DS454177,1,15190
17/04/2018,DS458726,1,395409
17/04/2018,DS458663,1,60945
17/04/2018,DS454484,1,102280
17/04/2018,DS459025,1,17927
17/04/2018,DS458984,1,63990
16/04/2018,DS458389,2,31000
13/04/2018,DS453860,2,16972
13/04/2018,DS451798,1,23117
13/04/2018,DS458673,1,13490
13/04/2018,DS458674,1,13490
13/04/2018,DS458675,1,13490
13/04/2018,DS454642,1,225908
13/04/2018,DS458677,1,13490
13/04/2018,DS455609,1,198643
13/04/2018,DS453004,5,79675
13/04/2018,DS451950,1,34149
13/04/2018,DS453167,1,115427
13/04/2018,DS458676,1,13490
12/04/2018,DS455608,2,140026
12/04/2018,DS454647,1,2915
12/04/2018,DS455251,1,2915
12/04/2018,DS454647,8,23320
12/04/2018,DS453444,2,122420
12/04/2018,DS458576,1,108619
12/04/2018,DS458429,1,396382
12/04/2018,DS453445,4,244840
11/04/2018,DS454647,10,29150
11/04/2018,DS458743,1,58900
10/04/2018,DS454647,2,5830
10/04/2018,DS454647,1,2915
10/04/2018,DS455250,2,5830
10/04/2018,DS455251,2,5830
10/04/2018,DS458554,1,193750
10/04/2018,DS458242,1,114844
10/04/2018,DS453253,1,57478
10/04/2018,DS458732,1,39119
10/04/2018,DS458720,1,17156
10/04/2018,DS454647,2,5830
10/04/2018,DS455249,1,2915
10/04/2018,DS455250,1,2915
10/04/2018,DS455251,1,2915
10/04/2018,DS458513,1,122658
10/04/2018,DS454647,2,5830
10/04/2018,DS455249,1,2915
10/04/2018,DS455250,1,2915
10/04/2018,DS455251,1,2915
10/04/2018,DS455637,2,34312
10/04/2018,DS455684,1,14000
10/04/2018,DS451762,1,15623
10/04/2018,DS453095,1,16253
10/04/2018,DS455249,2,5830
09/04/2018,DS453253,1,57478
09/04/2018,DS458386,1,26105
09/04/2018,DS458232,1,19503
09/04/2018,DS458672,6,62838
09/04/2018,DS453005,5,87975
06/04/2018,DS458628,1,106480
06/04/2018,DS458344,6,204762
04/04/2018,DS455617,1,373024
04/04/2018,DS458515,1,156227
03/04/2018,DS455684,2,28000
03/04/2018,DS458508,2,59164
03/04/2018,DS451929,1,18932
03/04/2018,DS458509,1,32228
03/04/2018,DS454647,4,11660
03/04/2018,DS458511,20,312460
03/04/2018,DS458426,1,60146
03/04/2018,DS451794,3,71355
03/04/2018,DS458506,1,22213
03/04/2018,DS458507,1,17781
03/04/2018,DS453085,2,67984
02/04/2018,DS454647,4,11660
02/04/2018,DS455250,2,5830
02/04/2018,DS455249,2,5830
02/04/2018,DS458389,2,31000
02/04/2018,DS458390,2,31000
02/04/2018,DS458388,2,29000
02/04/2018,DS454647,2,5830
02/04/2018,DS455249,1,2915
02/04/2018,DS455250,1,2915
02/04/2018,DS455251,1,2915
02/04/2018,DS458393,2,45154
02/04/2018,DS453010,1,26105
02/04/2018,DS458385,1,117610
02/04/2018,DS455251,2,5830
29/03/2018,DS454647,1,2915
29/03/2018,DS452722,3,51198
29/03/2018,DS458240,3,88899
29/03/2018,DS452952,1,13610
29/03/2018,DS451794,1,23785
29/03/2018,DS451794,1,23785
29/03/2018,DS451950,1,33935
28/03/2018,DS458220,2,1054812
28/03/2018,DS458219,2,785514
28/03/2018,DS457861,1,21538
28/03/2018,DS455706,1,18664
28/03/2018,DS458233,1,13293
28/03/2018,DS453754,2,199204
28/03/2018,DS453998,2,248710
26/03/2018,DS451262,2,181416
23/03/2018,DS451794,2,30458
23/03/2018,DS451794,1,15229
23/03/2018,DS455594,1,16349
23/03/2018,DS455960,8,538544
23/03/2018,DS456029,1,334020
22/03/2018,DS454599,1,17403
22/03/2018,DS451761,1,75064
22/03/2018,DS453347,1,137298
22/03/2018,DS451950,1,33576
21/03/2018,DS451995,1,77354
21/03/2018,DS455922,1,12077
21/03/2018,DS453095,1,16218
21/03/2018,DS451794,1,16311
21/03/2018,DS455950,1,16164
20/03/2018,DS451794,2,32622
20/03/2018,DS453253,1,56583
20/03/2018,DS451794,1,16311
20/03/2018,DS455910,1,23059
20/03/2018,DS455804,1,64790
20/03/2018,DS451794,5,81555
19/03/2018,DS455654,1,67683
19/03/2018,DS451794,1,16255
16/03/2018,DS454070,1,115192
16/03/2018,DS451933,1,18293
16/03/2018,DS453010,1,26652
16/03/2018,DS455804,1,65500
16/03/2018,DS451761,1,75513
15/03/2018,DS454940,1,93225
15/03/2018,DS455724,1,31582
15/03/2018,DS454647,3,8745
15/03/2018,DS454940,1,93225
15/03/2018,DS455250,2,5830
15/03/2018,DS455251,2,5830
15/03/2018,DS455249,2,5830
14/03/2018,DS455661,2,37658
14/03/2018,DS454647,2,5830
14/03/2018,DS455668,1,39000
14/03/2018,DS455608,1,68094
13/03/2018,DS453998,1,121882
13/03/2018,DS451980,2,47972
12/03/2018,DS455639,1,224239
12/03/2018,DS455251,1,2915
12/03/2018,DS451794,2,32510
12/03/2018,DS453676,1,424527
12/03/2018,DS454790,1,237542
12/03/2018,DS455615,1,42165
12/03/2018,DS455616,1,247688
12/03/2018,DS455617,1,360760
12/03/2018,DS451794,1,16255
12/03/2018,DS451794,1,16255
12/03/2018,DS453095,6,97002
12/03/2018,DS453476,3,54951
12/03/2018,DS454647,1,2915
12/03/2018,DS455249,1,2915
12/03/2018,DS455250,1,2915
12/03/2018,DS455609,1,192610
09/03/2018,DS455575,1,18798
09/03/2018,DS455594,1,16255
09/03/2018,DS452952,1,13610
09/03/2018,DS451950,1,33610
08/03/2018,DS451794,3,48765
08/03/2018,DS454626,2,35558
08/03/2018,DS455440,1,20647
08/03/2018,DS455286,1,61425
08/03/2018,DS455418,1,70848
08/03/2018,DS455287,1,29841
08/03/2018,DS453582,3,26925
08/03/2018,DS453173,1,16167
08/03/2018,DS454752,2,143196
08/03/2018,DS451950,1,33935
08/03/2018,DS455352,1,189769
07/03/2018,DS453253,1,57039
07/03/2018,DS455332,1,46312
07/03/2018,DS454647,1,2915
07/03/2018,DS454647,1,2915
07/03/2018,DS455249,1,2915
07/03/2018,DS454647,1,2915
07/03/2018,DS455251,1,2915
07/03/2018,DS453001,3,84453
07/03/2018,DS453001,6,168906
07/03/2018,DS453001,1,28151
07/03/2018,DS455250,1,2915
06/03/2018,DS454640,1,212874
06/03/2018,DS454510,3,54753
06/03/2018,DS454626,1,16421
06/03/2018,DS451950,1,33935
06/03/2018,DS455193,1,55486
06/03/2018,DS451794,3,50085
06/03/2018,DS454025,4,80712
05/03/2018,DS452844,1,135913
