FECHA,CANTID,NETO
21/06/2018,1,59990
21/06/2018,2,867336
21/06/2018,1,17490
21/06/2018,1,10990
21/06/2018,1,139990
21/06/2018,1,37990
21/06/2018,1,47990
21/06/2018,1,16990
21/06/2018,2,25980
21/06/2018,1,5034
21/06/2018,1,2915
21/06/2018,1,2915
21/06/2018,1,328640
21/06/2018,1,15990
21/06/2018,3,77970
21/06/2018,1,20490
21/06/2018,3,58470
21/06/2018,1,97990
26/06/2018,1,2915
26/06/2018,1,2915
26/06/2018,1,2915
26/06/2018,6,32940
26/06/2018,1,62990
26/06/2018,5,27450
26/06/2018,10,34900
26/06/2018,8,51920
26/06/2018,1,40990
26/06/2018,1,20490
26/06/2018,1,5490
26/06/2018,1,41990
26/06/2018,1,108990
26/06/2018,1,84490
26/06/2018,2,33980
26/06/2018,1,15990
26/06/2018,1,16434
27/06/2018,1,30990
27/06/2018,1,238490
27/06/2018,1,46990
27/06/2018,3,644808
27/06/2018,1,174990
27/06/2018,3,44970
27/06/2018,1,11490
27/06/2018,2,22980
27/06/2018,1,14490
27/06/2018,1,20490
27/06/2018,3,55470
27/06/2018,2,44980
27/06/2018,1,30000
27/06/2018,1,11400
27/06/2018,3,34470
27/06/2018,1,2915
27/06/2018,1,2915
27/06/2018,1,2915
27/06/2018,1,39000
27/06/2018,3,34200
27/06/2018,1,2915
27/06/2018,1,2915
27/06/2018,1,2915
27/06/2018,2,32980
27/06/2018,2,528000
27/06/2018,1,78990
27/06/2018,1,18405
27/06/2018,5,104950
27/06/2018,1,10490
27/06/2018,1,12490
27/06/2018,1,33490
27/06/2018,1,25990
27/06/2018,1,48490
27/06/2018,1,2915
27/06/2018,1,2915
27/06/2018,1,2915
27/06/2018,1,2915
27/06/2018,1,20490
27/06/2018,1,17990
27/06/2018,2,52000
28/06/2018,1,58990
28/06/2018,2,17980
29/06/2018,1,91490
29/06/2018,4,21960
29/06/2018,1,276490
29/06/2018,1,10990
29/06/2018,1,11400
29/06/2018,1,72490
29/06/2018,3,22470
29/06/2018,1,54990
29/06/2018,1,19900
03/07/2018,1,9990
03/07/2018,1,18490
03/07/2018,1,27490
03/07/2018,1,10490
03/07/2018,1,26000
03/07/2018,1,25990
03/07/2018,1,11490
03/07/2018,6,32940
03/07/2018,1,55490
03/07/2018,1,45490
03/07/2018,1,86490
04/07/2018,5,104950
04/07/2018,1,47490
04/07/2018,2,13980
04/07/2018,1,5490
04/07/2018,1,20490
04/07/2018,2,58656
04/07/2018,1,4193
04/07/2018,1,25490
04/07/2018,3,368157
04/07/2018,10,104900
04/07/2018,3,92970
04/07/2018,1,11490
04/07/2018,2,372980
04/07/2018,1,43990
04/07/2018,1,9490
04/07/2018,2,159980
04/07/2018,1,9490
04/07/2018,2,58000
04/07/2018,1,214990
04/07/2018,1,128990
05/07/2018,2,18980
05/07/2018,3,134970
05/07/2018,1,30490
05/07/2018,1,17490
05/07/2018,1,12521
05/07/2018,1,11681
05/07/2018,2,24980
05/07/2018,2,185980
05/07/2018,1,15490
05/07/2018,1,632990
05/07/2018,1,30490
05/07/2018,1,73490
05/07/2018,1,16490
05/07/2018,2,5980
05/07/2018,1,19490
05/07/2018,1,45990
05/07/2018,1,37731
05/07/2018,1,10000
05/07/2018,3,16470
05/07/2018,2,131980
05/07/2018,6,8940
05/07/2018,1,77990
05/07/2018,1,19900
05/07/2018,4,330564
05/07/2018,3,43470
05/07/2018,1,22990
05/07/2018,2,75980
05/07/2018,2,25980
05/07/2018,1,23490
05/07/2018,1,8990
05/07/2018,2,46980
05/07/2018,1,23490
05/07/2018,2,18980
05/07/2018,3,70470
05/07/2018,1,26990
05/07/2018,1,26990
06/07/2018,1,26990
06/07/2018,3,4470
06/07/2018,1,17990
06/07/2018,2,79980
06/07/2018,1,22990
06/07/2018,2,54200
06/07/2018,1,8395
06/07/2018,1,10490
06/07/2018,1,171990
06/07/2018,1,171990
06/07/2018,1,16434
06/07/2018,1,89990
06/07/2018,2,33980
06/07/2018,1,22990
06/07/2018,2,33980
06/07/2018,1,49990
06/07/2018,1,33990
06/07/2018,1,37807
06/07/2018,1,34990
06/07/2018,1,10990
09/07/2018,4,43960
09/07/2018,1,25171
09/07/2018,1,5490
09/07/2018,1,12990
09/07/2018,1,5490
09/07/2018,1,23990
09/07/2018,2,32980
09/07/2018,5,44950
09/07/2018,1,16490
09/07/2018,1,49490
09/07/2018,1,19990
09/07/2018,1,17490
09/07/2018,2,24980
09/07/2018,1,27990
09/07/2018,1,20490
09/07/2018,1,13990
09/07/2018,1,9490
09/07/2018,2,20980
09/07/2018,1,50412
09/07/2018,1,18490
09/07/2018,1,13490
09/07/2018,1,84490
09/07/2018,2,13980
09/07/2018,2,24980
09/07/2018,1,11990
09/07/2018,1,11490
09/07/2018,1,22664
09/07/2018,1,27990
09/07/2018,2,58980
09/07/2018,2,123482
09/07/2018,1,52990
09/07/2018,5,306600
09/07/2018,12,814800
09/07/2018,6,1072002
09/07/2018,1,22400
09/07/2018,1,10990
09/07/2018,1,2915
09/07/2018,1,341990
09/07/2018,1,23490
09/07/2018,4,27960
09/07/2018,2,92980
10/07/2018,1,9990
10/07/2018,5,37450
10/07/2018,2,40980
10/07/2018,3,28470
10/07/2018,4,83960
10/07/2018,1,23990
10/07/2018,1,29990
10/07/2018,2,49980
10/07/2018,1,30244
10/07/2018,1,27302
10/07/2018,1,7990
10/07/2018,1,27490
10/07/2018,4,37960
10/07/2018,4,47960
10/07/2018,1,12990
10/07/2018,1,9490
10/07/2018,1,15494
10/07/2018,1,47490
10/07/2018,1,97990
10/07/2018,1,21490
10/07/2018,1,7990
10/07/2018,1,9490
10/07/2018,1,15042
10/07/2018,1,1490
10/07/2018,1,8990
10/07/2018,2,21980
10/07/2018,2,22980
10/07/2018,1,26990
10/07/2018,1,6490
10/07/2018,1,25990
10/07/2018,1,46490
10/07/2018,2,12980
10/07/2018,1,14490
10/07/2018,2,19980
10/07/2018,4,73960
10/07/2018,1,51490
10/07/2018,1,55490
10/07/2018,1,96990
10/07/2018,1,119990
10/07/2018,1,7990
10/07/2018,1,18490
10/07/2018,2,17980
10/07/2018,1,7555
10/07/2018,1,4193
10/07/2018,1,9490
10/07/2018,1,44490
10/07/2018,2,61980
10/07/2018,1,17990
10/07/2018,1,18490
10/07/2018,1,10490
10/07/2018,1,10990
10/07/2018,1,12490
10/07/2018,1,22990
10/07/2018,1,5490
10/07/2018,2,17980
10/07/2018,1,16490
10/07/2018,3,38970
10/07/2018,1,15429
10/07/2018,1,186800
10/07/2018,1,129900
10/07/2018,1,19490
10/07/2018,4,11660
10/07/2018,4,11660
10/07/2018,4,11660
10/07/2018,1,34490
10/07/2018,1,72200
10/07/2018,1,11490
10/07/2018,1,96490
10/07/2018,2,19980
10/07/2018,1,70490
10/07/2018,3,12579
10/07/2018,6,56940
10/07/2018,1,9490
10/07/2018,1,12990
10/07/2018,2,10980
10/07/2018,1,27100
10/07/2018,2,22980
10/07/2018,1,4490
10/07/2018,1,6990
10/07/2018,1,4490
10/07/2018,1,10490
10/07/2018,1,1490
10/07/2018,1,16490
10/07/2018,1,11400
10/07/2018,1,10490
10/07/2018,1,14990
10/07/2018,1,9490
10/07/2018,1,8395
10/07/2018,1,12990
10/07/2018,2,39800
10/07/2018,1,23990
10/07/2018,3,28470
10/07/2018,1,182990
10/07/2018,1,8395
10/07/2018,2,17980
10/07/2018,1,27490
10/07/2018,5,14575
10/07/2018,5,14575
10/07/2018,5,14575
10/07/2018,1,20490
10/07/2018,1,94490
10/07/2018,1,16490
10/07/2018,2,36980
10/07/2018,1,99800
10/07/2018,3,37500
10/07/2018,1,481990
10/07/2018,5,152450
10/07/2018,1,73490
10/07/2018,1,748490
10/07/2018,3,80970
10/07/2018,1,26990
10/07/2018,2,26980
11/07/2018,1,20490
13/07/2018,1,46490
13/07/2018,1,39990
13/07/2018,3,16470
13/07/2018,1,9990
13/07/2018,1,19990
13/07/2018,2,51980
13/07/2018,1,51490
13/07/2018,1,27490
13/07/2018,2,17980
13/07/2018,6,23940
13/07/2018,8,79920
13/07/2018,1,23445
13/07/2018,1,110990
13/07/2018,1,8990
13/07/2018,3,76470
13/07/2018,1,9490
13/07/2018,1,10490
13/07/2018,1,90990
13/07/2018,2,33980
13/07/2018,2,174980
13/07/2018,1,26990
17/07/2018,1,83490
17/07/2018,1,14490
17/07/2018,1,14490
17/07/2018,2,31980
17/07/2018,1,11990
17/07/2018,1,285490
17/07/2018,1,8490
17/07/2018,1,44490
17/07/2018,1,325490
17/07/2018,1,92490
17/07/2018,1,243490
17/07/2018,1,69990
17/07/2018,4,27960
17/07/2018,1,12490
17/07/2018,1,12990
17/07/2018,1,9990
17/07/2018,1,12490
17/07/2018,1,62490
17/07/2018,1,16990
17/07/2018,3,40470
17/07/2018,3,35970
17/07/2018,1,9990
17/07/2018,2,79980
17/07/2018,1,47490
17/07/2018,2,33980
17/07/2018,15,157350
17/07/2018,2,95980
17/07/2018,10,364900
17/07/2018,1,142490
17/07/2018,1,267490
17/07/2018,1,129490
17/07/2018,1,6990
17/07/2018,1,11400
17/07/2018,1,2915
17/07/2018,1,2915
17/07/2018,1,2915
17/07/2018,1,9990
17/07/2018,1,78990
18/07/2018,2,17980
18/07/2018,3,59970
18/07/2018,1,7555
18/07/2018,1,8395
18/07/2018,1,12521
18/07/2018,1,6714
18/07/2018,1,20490
18/07/2018,2,21980
18/07/2018,6,1072002
18/07/2018,12,814800
18/07/2018,5,306600
18/07/2018,2,33980
18/07/2018,2,185980
18/07/2018,1,37990
18/07/2018,1,8395
18/07/2018,1,12990
18/07/2018,6,3416940
18/07/2018,1,19990
18/07/2018,2,15980
18/07/2018,10,54900
18/07/2018,1,23490
18/07/2018,1,49990
18/07/2018,1,2915
18/07/2018,1,2915
18/07/2018,1,2915
18/07/2018,1,11400
18/07/2018,2,21980
18/07/2018,3,70470
18/07/2018,2,190980
18/07/2018,2,15980
18/07/2018,1,26042
18/07/2018,1,16723
18/07/2018,1,27490
18/07/2018,5,306600
18/07/2018,12,814800
18/07/2018,6,1072002
18/07/2018,1,28983
18/07/2018,1,23101
18/07/2018,1,19319
18/07/2018,1,23521
18/07/2018,1,23521
18/07/2018,1,29403
18/07/2018,1,22260
18/07/2018,1,50490
18/07/2018,1,183490
18/07/2018,1,127490
19/07/2018,1,17490
19/07/2018,4,61960
19/07/2018,2,31980
19/07/2018,1,10490
19/07/2018,2,130980
19/07/2018,4,15960
19/07/2018,4,65960
19/07/2018,4,39960
19/07/2018,4,27960
19/07/2018,1,19490
19/07/2018,1,25990
19/07/2018,1,21990
19/07/2018,1,47490
19/07/2018,2,165980
19/07/2018,1,9990
19/07/2018,1,11490
19/07/2018,1,1490
19/07/2018,2,42980
19/07/2018,2,173980
19/07/2018,1,11490
19/07/2018,1,119500
19/07/2018,3,103470
19/07/2018,1,27100
19/07/2018,1,12900
19/07/2018,2,25000
19/07/2018,2,14980
19/07/2018,1,39990
19/07/2018,1,42990
19/07/2018,1,21490
19/07/2018,2,7980
19/07/2018,1,19990
19/07/2018,2,12980
19/07/2018,2,8980
19/07/2018,2,12980
19/07/2018,12,143880
19/07/2018,1,7990
19/07/2018,2,19980
19/07/2018,10,74900
19/07/2018,2,127980
19/07/2018,1,13490
19/07/2018,2,61980
19/07/2018,2,15110
19/07/2018,2,26722
19/07/2018,3,65970
19/07/2018,2,174980
19/07/2018,2,24980
19/07/2018,1,12990
19/07/2018,1,11400
19/07/2018,1,7990
19/07/2018,2,22800
19/07/2018,3,12579
19/07/2018,1,11490
19/07/2018,1,9490
19/07/2018,1,10900
19/07/2018,1,14990
19/07/2018,1,26042
19/07/2018,1,168400
19/07/2018,1,129490
19/07/2018,5,19950
19/07/2018,1,87490
19/07/2018,1,11400
19/07/2018,6,371940
20/07/2018,1,8990
20/07/2018,1,20490
23/07/2018,1,15490
23/07/2018,1,26990
23/07/2018,1,54990
23/07/2018,1,45990
23/07/2018,1,6490
23/07/2018,3,134970
23/07/2018,1,26990
23/07/2018,5,119950
23/07/2018,1,7490
23/07/2018,1,10490
23/07/2018,6,44940
23/07/2018,2,19980
23/07/2018,13,201370
23/07/2018,1,123490
23/07/2018,13,201370
23/07/2018,1,16990
23/07/2018,1,31849
23/07/2018,1,14490
23/07/2018,1,13990
23/07/2018,2,22980
23/07/2018,1,12990
23/07/2018,5,52450
23/07/2018,1,47990
23/07/2018,1,10490
23/07/2018,1,23490
23/07/2018,2,28980
23/07/2018,1,41490
23/07/2018,1,11990
23/07/2018,1,13990
23/07/2018,1,26990
24/07/2018,6,77940
24/07/2018,6,167940
24/07/2018,1,88490
24/07/2018,1,11490
24/07/2018,1,9490
24/07/2018,1,14990
24/07/2018,1,76990
24/07/2018,1,19490
24/07/2018,1,18490
24/07/2018,5,62450
24/07/2018,1,44490
24/07/2018,1,14490
24/07/2018,1,19990
24/07/2018,1,70990
24/07/2018,2,37980
24/07/2018,1,10490
24/07/2018,1,126490
24/07/2018,1,488490
24/07/2018,1,23990
24/07/2018,2,24980
24/07/2018,1,28990
24/07/2018,1,10490
24/07/2018,4,21960
24/07/2018,1,59400
24/07/2018,12,17880
24/07/2018,1,9490
24/07/2018,1,184990
24/07/2018,1,2915
24/07/2018,1,2915
24/07/2018,1,2915
24/07/2018,1,49990
24/07/2018,3,44970
24/07/2018,2,32980
25/07/2018,5,44950
25/07/2018,2,18980
25/07/2018,5,152450
25/07/2018,1,27990
25/07/2018,2,24980
25/07/2018,2,13980
25/07/2018,1,13490
25/07/2018,1,96990
25/07/2018,1,12990
25/07/2018,3,49470
25/07/2018,1,14490
25/07/2018,1,16990
25/07/2018,1,30990
25/07/2018,1,7555
25/07/2018,1,49490
25/07/2018,4,33580
25/07/2018,3,28470
25/07/2018,2,17980
25/07/2018,1,44529
25/07/2018,2,23980
25/07/2018,1,50412
25/07/2018,1,13990
25/07/2018,2,22980
25/07/2018,1,8990
25/07/2018,1,9990
25/07/2018,1,13361
26/07/2018,1,22490
26/07/2018,4,49960
26/07/2018,1,16723
26/07/2018,15,209850
26/07/2018,1,9990
26/07/2018,1,22990
26/07/2018,10,69900
26/07/2018,10,124900
26/07/2018,1,13490
26/07/2018,1,16490
26/07/2018,1,29403
26/07/2018,1,18990
26/07/2018,2,21980
26/07/2018,1,19990
26/07/2018,1,174990
26/07/2018,10,24900
26/07/2018,6,35940
26/07/2018,1,12490
26/07/2018,1,26990
26/07/2018,1,17490
26/07/2018,1,7490
26/07/2018,1,9990
26/07/2018,4,27960
26/07/2018,1,7490
26/07/2018,3,22470
26/07/2018,1,11400
26/07/2018,3,43470
26/07/2018,1,40490
26/07/2018,1,23990
26/07/2018,2,17980
26/07/2018,1,9490
26/07/2018,2,139980
26/07/2018,1,5990
27/07/2018,4,37960
27/07/2018,1,12597
27/07/2018,2,19980
27/07/2018,1,11990
27/07/2018,1,45990
27/07/2018,1,9490
27/07/2018,7,17430
27/07/2018,4,39960
27/07/2018,1,45490
27/07/2018,1,48490
27/07/2018,1,45490
27/07/2018,1,20990
27/07/2018,1,97990
27/07/2018,6,71940
27/07/2018,1,48990
27/07/2018,1,9490
30/07/2018,1,3990
30/07/2018,1,9990
30/07/2018,1,21490
30/07/2018,1,7990
30/07/2018,1,13490
30/07/2018,1,8990
